,Time,Indus_levels,Indus_Inflow,Indus_Outflow,Kabul_Inflow,Jhelum_levels,Jhelum_Inflow,Jhelum_Outflow,Chenab_Inflow,System_Inflow_now,System_Inflow_past,System_Inflow_avg
355,25-Nov ,1493.90 ,24.1 ,70.0 ,10.4 ,1186.45 ,8.0 ,22.0 ,7.2 ,49.7 ,76.2 ,55.4 
356,24-Nov ,1495.89 ,28.5 ,70.0 ,10.1 ,1186.95 ,8.0 ,22.0 ,6.9 ,53.5 ,69.9 ,54.8 
357,23-Nov ,1497.70 ,26.2 ,70.0 ,10.2 ,1187.45 ,6.8 ,25.0 ,6.8 ,50.0 ,69.0 ,55.0 
358,22-Nov ,1499.61 ,25.7 ,70.0 ,9.6 ,1188.10 ,6.8 ,25.0 ,6.8 ,48.9 ,71.0 ,54.5 
359,21-Nov ,1501.46 ,25.9 ,55.0 ,9.3 ,1188.75 ,6.8 ,25.0 ,7.0 ,49.0 ,69.2 ,55.4 
360,20-Nov ,1502.67 ,27.3 ,40.0 ,8.9 ,1189.40 ,4.2 ,27.0 ,7.0 ,47.4 ,70.9 ,55.3 
361,19-Nov ,1503.21 ,26.0 ,40.0 ,11.8 ,1190.20 ,7.8 ,38.0 ,7.0 ,52.6 ,76.0 ,57.2 
362,18-Nov ,1503.80 ,28.1 ,55.0 ,11.8 ,1191.20 ,6.2 ,38.0 ,6.9 ,53.0 ,84.7 ,60.0 
363,17-Nov ,1504.92 ,33.4 ,55.0 ,7.6 ,1192.25 ,13.8 ,38.0 ,6.9 ,61.7 ,87.1 ,61.5 
364,16-Nov ,1505.83 ,42.7 ,65.0 ,5.1 ,1193.05 ,7.8 ,38.0 ,6.9 ,62.5 ,65.4 ,59.7 
365,15-Nov ,1506.77 ,28.5 ,65.0 ,5.1 ,1194.05 ,5.7 ,45.0 ,7.0 ,46.3 ,65.1 ,60.9 
366,14-Nov ,1508.29 ,27.0 ,65.0 ,4.7 ,1195.35 ,7.2 ,45.0 ,7.0 ,45.9 ,64.2 ,59.8 
367,13-Nov ,1509.87 ,25.9 ,65.0 ,5.0 ,1196.60 ,8.7 ,45.0 ,7.3 ,46.9 ,62.3 ,58.4 
368,12-Nov ,1511.44 ,27.3 ,65.0 ,4.4 ,1197.80 ,10.2 ,45.0 ,7.3 ,49.2 ,63.2 ,60.2 
369,11-Nov ,1512.95 ,27.3 ,65.0 ,4.9 ,1198.95 ,9.9 ,45.0 ,6.9 ,49.0 ,67.9 ,61.3 
370,10-Nov ,1514.46 ,27.6 ,65.0 ,5.0 ,1200.10 ,7.3 ,42.0 ,6.9 ,46.8 ,75.4 ,63.8 
371,9-Nov,1515.96,28.6,65.0,5.1,1201.15,7.3,42.0,6.9,47.9,85.8,65.6
372,8-Nov,1517.42,29.9,65.0,5.4,1202.20,7.3,42.0,6.9,49.5,149.5,72.3
373,7-Nov,1518.83,27.5,65.0,5.3,1203.25,6.6,38.0,6.9,46.3,71.0,65.8
374,6-Nov ,1520.32 ,26.0 ,65.0 ,5.4 ,1204.20 ,5.0 ,38.0 ,6.9 ,43.3 ,58.8 ,66.6 
375,5-Nov ,1521.82 ,27.9 ,65.0 ,4.9 ,1205.20 ,6.9 ,35.0 ,7.9 ,47.6 ,61.8 ,68.6 
376,4-Nov ,1523.25 ,28.1 ,60.0 ,4.3 ,1206.05 ,6.9 ,35.0 ,8.2 ,47.5 ,58.3 ,63.5 
377,3-Nov ,1524.48 ,27.8 ,38.0 ,3.8 ,1206.90 ,5.3 ,35.0 ,8.2 ,45.1 ,57.8 ,63.9 
378,2-Nov ,1524.89 ,28.6 ,38.0 ,4.5 ,1207.80 ,6.9 ,30.0 ,8.0 ,48.0 ,56.1 ,61.8 
379,1-Nov ,1525.27 ,28.4 ,38.0 ,4.5 ,1208.50 ,5.2 ,30.0 ,7.8 ,45.9 ,56.0 ,61.1 
380,31-Oct ,1525.66 ,30.2 ,38.0 ,4.6 ,1209.25 ,5.2 ,30.0 ,8.2 ,48.2 ,61.5 ,63.9 
381,30-Oct ,1525.98 ,32.1 ,38.0 ,4.5 ,1210.00 ,7.1 ,28.2 ,9.6 ,53.3 ,52.8 ,63.4 
382,29-Oct ,1526.23 ,31.3 ,38.0 ,5.2 ,1210.60 ,6.2 ,22.0 ,9.6 ,52.3 ,53.7 ,64.1 
383,28-Oct ,1526.51 ,33.1 ,38.0 ,5.5 ,1211.05 ,6.2 ,22.0 ,11.9 ,56.7 ,58.1 ,67.9 
384,27-Oct ,1526.72 ,32.6 ,30.0 ,5.4 ,1211.50 ,9.7 ,22.0 ,11.9 ,59.6 ,56.9 ,71.8 
385,26-Oct ,1526.65 ,34.1 ,30.0 ,5.6 ,1211.85 ,6.2 ,22.0 ,11.9 ,57.8 ,60.9 ,69.4 
386,25-Oct ,1526.52 ,34.1 ,30.0 ,5.2 ,1212.30 ,7.4 ,25.0 ,11.9 ,58.6 ,62.6 ,67.7 
387,24-Oct ,1526.39 ,35.2 ,30.0 ,5.4 ,1212.80 ,5.7 ,25.0 ,11.9 ,58.2 ,65.8 ,69.4 
388,23-Oct ,1526.22 ,36.5 ,30.0 ,5.8 ,1213.35 ,5.9 ,27.0 ,11.9 ,60.1 ,66.2 ,70.5 
389,22-Oct ,1526.00 ,35.7 ,40.0 ,5.9 ,1213.95 ,5.9 ,27.0 ,14.9 ,62.4 ,69.2 ,71.1 
390,21-Oct ,1526.19 ,35.6 ,46.0 ,5.9 ,1214.55 ,5.4 ,30.0 ,14.9 ,61.8 ,71.6 ,73.4 
391,20-Oct ,1526.61 ,36.5 ,58.0 ,6.0 ,1215.25 ,7.4 ,32.0 ,13.3 ,63.2 ,78.6 ,74.3 
392,19-Oct ,1527.45 ,39.6 ,58.0 ,6.8 ,1215.95 ,8.7 ,35.0 ,13.6 ,68.7 ,76.0 ,74.5 
393,18-Oct ,1528.17 ,38.1 ,58.0 ,7.2 ,1216.70 ,8.7 ,35.0 ,15.6 ,69.6 ,71.9 ,75.4 
394,17-Oct ,1528.95 ,39.4 ,58.0 ,8.8 ,1217.45 ,8.7 ,35.0 ,15.6 ,72.5 ,71.3 ,77.6 
395,16-Oct ,1529.68 ,40.3 ,58.0 ,8.7 ,1218.20 ,6.6 ,40.0 ,14.4 ,70.0 ,71.9 ,79.7 
396,15-Oct ,1530.36 ,41.0 ,58.0 ,8.5 ,1219.15 ,8.3 ,40.0 ,15.0 ,72.8 ,77.4 ,80.9 
397,14-Oct ,1531.00 ,42.4 ,58.0 ,8.5 ,1220.05 ,9.0 ,35.0 ,15.7 ,75.6 ,80.8 ,82.9 
398,13-Oct ,1531.59 ,41.8 ,58.0 ,8.7 ,1220.75 ,10.9 ,35.0 ,15.7 ,77.1 ,81.1 ,86.1 
399,12-Oct ,1532.20 ,42.4 ,58.0 ,8.6 ,1221.40 ,9.0 ,35.0 ,15.7 ,75.7 ,83.0 ,89.3 
400,11-Oct ,1532.79 ,43.2 ,70.0 ,8.6 ,1222.10 ,9.0 ,35.0 ,15.7 ,76.5 ,84.4 ,91.2 
401,10-Oct ,1533.79 ,43.7 ,70.0 ,8.4 ,1222.80 ,8.4 ,40.0 ,15.9 ,76.4 ,88.3 ,94.8 
402,9-Oct ,1534.77 ,45.2 ,82.0 ,9.1 ,1223.65 ,10.3 ,40.0 ,16.0 ,80.6 ,93.7 ,98.0 
403,8-Oct ,1536.13 ,45.8 ,82.0 ,10.2 ,1224.45 ,10.3 ,40.0 ,17.0 ,83.3 ,97.4 ,101.8 
404,7-Oct ,1537.47 ,45.5 ,82.0 ,9.9 ,1225.25 ,10.3 ,40.0 ,16.9 ,82.6 ,102.0 ,101.2 
405,6-Oct ,1538.82 ,47.6 ,82.0 ,9.8 ,1226.05 ,10.3 ,40.0 ,17.3 ,85.0 ,109.3 ,104.2 
406,5-Oct ,1540.09 ,48.2 ,82.0 ,10.4 ,1226.85 ,12.1 ,40.0 ,17.3 ,88.0 ,122.8 ,105.9 
407,4-Oct ,1541.29 ,50.0 ,100.0 ,10.6 ,1227.60 ,12.1 ,40.0 ,17.3 ,90.0 ,127.9 ,108.1 
408,3-Oct ,1543.05 ,53.5 ,100.0 ,10.9 ,1228.35 ,12.1 ,40.0 ,18.2 ,94.7 ,146.6 ,112.0 
409,2-Oct ,1544.69 ,56.4 ,100.0 ,10.8 ,1229.10 ,12.1 ,40.0 ,18.2 ,97.5 ,166.0 ,117.0 
410,1-Oct ,1546.23 ,59.6 ,85.0 ,10.9 ,1229.85 ,12.9 ,40.0 ,21.3 ,104.7 ,166.2 ,117.1 
411,30-Sep ,1547.14 ,66.8 ,85.0 ,10.4 ,1230.55 ,12.6 ,40.0 ,17.5 ,107.3 ,171.2 ,121.9 
412,29-Sep ,1547.80 ,74.6 ,85.0 ,10.4 ,1231.25 ,12.6 ,40.0 ,25.6 ,123.2 ,171.8 ,126.9 
413,28-Sep ,1548.19 ,79.3 ,85.0 ,11.8 ,1231.95 ,12.6 ,40.0 ,29.1 ,132.8 ,177.3 ,126.4 
414,27-Sep ,1548.40 ,80.7 ,85.0 ,11.0 ,1232.65 ,13.7 ,45.0 ,30.9 ,136.3 ,157.0 ,130.1 
415,26-Sep ,1548.57 ,83.3 ,85.0 ,10.7 ,1233.45 ,15.7 ,45.0 ,30.8 ,140.5 ,152.8 ,135.6 
416,25-Sep ,1548.65 ,81.6 ,85.0 ,10.4 ,1234.20 ,17.6 ,45.0 ,32.8 ,142.4 ,143.3 ,143.0 
417,24-Sep ,1548.79 ,81.9 ,100.0 ,10.3 ,1234.90 ,18.7 ,50.0 ,31.8 ,142.7 ,143.7 ,158.2 
418,23-Sep ,1549.44 ,84.5 ,100.0 ,10.4 ,1235.70 ,18.7 ,50.0 ,31.5 ,145.1 ,141.8 ,160.9 
419,22-Sep ,1550.00 ,81.3 ,80.7 ,12.0 ,1236.50 ,18.7 ,50.0 ,36.1 ,148.1 ,143.5 ,143.7 
420,21-Sep ,1550.00 ,81.4 ,80.8 ,13.5 ,1237.30 ,20.7 ,50.0 ,35.9 ,151.5 ,149.9 ,154.4 
421,20-Sep ,1550.00 ,85.1 ,84.5 ,14.0 ,1238.05 ,21.8 ,55.0 ,35.7 ,156.6 ,162.6 ,162.7 
422,19-Sep ,1550.00 ,93.9 ,93.3 ,16.2 ,1238.90 ,23.7 ,55.0 ,36.8 ,170.6 ,164.4 ,177.6 
423,18-Sep ,1550.00 ,96.7 ,96.1 ,17.6 ,1239.70 ,22.8 ,55.0 ,40.3 ,177.4 ,175.3 ,183.3 
424,17-Sep ,1550.00 ,94.3 ,93.7 ,18.4 ,1240.50 ,22.2 ,55.0 ,41.0 ,175.9 ,189.3 ,202.5 
425,16-Sep ,1550.00 ,104.2 ,103.6 ,19.1 ,1241.30 ,26.3 ,55.0 ,44.8 ,194.4 ,192.5 ,201.0 
426,15-Sep ,1550.00 ,98.2 ,97.5 ,20.0 ,1242.00 ,29.0 ,29.0 ,44.8 ,192.0 ,188.3 ,210.5 
427,14-Sep ,1550.00 ,110.5 ,109.8 ,21.5 ,1242.00 ,29.0 ,29.0 ,44.7 ,205.7 ,200.4 ,212.7 
428,13-Sep ,1550.00 ,106.4 ,105.9 ,24.1 ,1242.00 ,29.0 ,29.0 ,44.2 ,203.7 ,208.7 ,220.5 
429,12-Sep ,1550.00 ,112.0 ,111.5 ,27.4 ,1242.00 ,29.0 ,29.0 ,46.5 ,214.9 ,215.7 ,223.6 
430,11-Sep ,1550.00 ,119.2 ,118.7 ,29.8 ,1242.00 ,33.9 ,33.9 ,44.5 ,227.4 ,211.9 ,224.7 
431,10-Sep ,1550.00 ,134.5 ,134.0 ,33.8 ,1242.00 ,38.3 ,38.3 ,49.4 ,256.0 ,236.3 ,240.2 
432,9-Sep ,1550.00 ,148.3 ,148.3 ,41.5 ,1242.00 ,38.3 ,38.3 ,46.2 ,274.3 ,251.3 ,248.3 
433,8-Sep ,1550.00 ,169.7 ,169.7 ,46.0 ,1242.00 ,52.7 ,52.7 ,58.4 ,326.8 ,256.4 ,248.6 
434,7-Sep ,1550.00 ,183.5 ,183.5 ,51.9 ,1242.00 ,56.3 ,56.3 ,57.8 ,349.5 ,259.2 ,316.1 
435,6-Sep ,1550.00 ,199.3 ,199.3 ,59.1 ,1242.00 ,38.5 ,38.5 ,57.7 ,354.6 ,256.4 ,309.0 
436,5-Sep ,1550.00 ,210.6 ,210.6 ,81.0 ,1242.00 ,66.6 ,66.6 ,57.6 ,415.8 ,243.8 ,319.2 
437,4-Sep ,1550.00 ,239.5 ,239.5 ,102.7 ,1242.00 ,48.9 ,48.9 ,71.8 ,462.9 ,250.3 ,270.6 
438,3-Sep ,1550.00 ,276.9 ,276.9 ,137.2 ,1242.00 ,70.4 ,70.4 ,71.8 ,556.3 ,260.0 ,257.2 
439,2-Sep ,1550.00 ,300.5 ,300.5 ,55.2 ,1242.00 ,57.0 ,57.0 ,75.2 ,487.9 ,274.6 ,260.9 
440,1-Sep ,1550.00 ,166.5 ,165.9 ,38.0 ,1242.00 ,59.3 ,24.4 ,82.4 ,346.2 ,272.6 ,266.0 
441,31-Aug ,1550.00 ,184.0 ,183.4 ,42.8 ,1241.15 ,33.4 ,45.7 ,66.4 ,326.6 ,280.8 ,269.7 
442,30-Aug ,1550.00 ,223.3 ,222.7 ,61.7 ,1241.45 ,50.9 ,73.5 ,83.0 ,418.9 ,264.1 ,272.9 
443,29-Aug ,1550.00 ,265.2 ,264.8 ,69.9 ,1242.00 ,71.1 ,71.1 ,126.8 ,533.0 ,264.4 ,290.3 
444,28-Aug ,1550.00 ,233.6 ,204.4 ,46.6 ,1242.00 ,149.4 ,57.6 ,255.4 ,685.0 ,260.8 ,296.2 
445,27-Aug ,1549.00 ,212.3 ,183.1 ,42.0 ,1239.75 ,81.5 ,69.7 ,139.6 ,475.4 ,258.3 ,311.8 
446,26-Aug ,1548.00 ,183.2 ,139.5 ,35.4 ,1239.45 ,31.5 ,10.0 ,98.9 ,349.0 ,251.6 ,328.5 
447,25-Aug ,1546.50 ,180.3 ,134.6 ,35.9 ,1238.90 ,21.7 ,10.0 ,73.3 ,311.2 ,238.2 ,329.3 
448,24-Aug ,1544.93 ,195.4 ,137.3 ,40.0 ,1238.60 ,19.8 ,10.0 ,78.4 ,333.6 ,238.7 ,324.6 
449,23-Aug ,1542.93 ,208.1 ,150.0 ,44.7 ,1238.35 ,21.7 ,10.0 ,78.4 ,352.9 ,260.2 ,335.1 
450,22-Aug ,1540.93 ,222.6 ,165.8 ,45.4 ,1238.05 ,21.7 ,10.0 ,99.8 ,389.5 ,282.6 ,335.2 
451,21-Aug ,1538.93 ,235.5 ,179.8 ,47.3 ,1237.75 ,25.6 ,10.0 ,81.6 ,390.0 ,334.4 ,340.7 
452,20-Aug ,1536.93 ,262.4 ,206.7 ,42.3 ,1237.35 ,31.5 ,10.0 ,88.4 ,424.6 ,394.7 ,349.4 
453,19-Aug ,1534.93 ,250.0 ,194.3 ,42.4 ,1236.80 ,25.6 ,10.0 ,96.6 ,414.6 ,441.2 ,351.6 
454,18-Aug ,1532.93 ,243.1 ,187.5 ,42.9 ,1236.40 ,27.6 ,10.0 ,92.6 ,406.2 ,517.7 ,371.2 
455,17-Aug ,1530.93 ,244.4 ,130.0 ,44.4 ,1235.95 ,23.7 ,10.0 ,92.6 ,405.1 ,488.5 ,396.4 
456,16-Aug ,1526.66 ,241.9 ,130.0 ,43.7 ,1235.60 ,21.7 ,10.0 ,87.2 ,394.5 ,502.3 ,438.3 
457,15-Aug ,1522.46 ,232.9 ,130.0 ,44.0 ,1235.30 ,25.6 ,10.0 ,72.6 ,375.1 ,550.6 ,463.8 
458,14-Aug ,1518.54 ,230.8 ,130.0 ,44.0 ,1234.90 ,21.7 ,10.0 ,92.7 ,389.2 ,507.9 ,465.1 
459,13-Aug ,1514.60 ,242.5 ,130.0 ,46.4 ,1234.60 ,23.7 ,10.0 ,76.7 ,389.3 ,518.9 ,463.8 
460,12-Aug ,1510.20 ,249.2 ,130.0 ,49.7 ,1234.25 ,25.6 ,10.0 ,76.7 ,401.2 ,533.7 ,469.5 
461,11-Aug ,1505.37 ,242.7 ,130.0 ,46.3 ,1233.85 ,29.5 ,10.0 ,77.0 ,395.5 ,523.4 ,485.9 
462,10-Aug ,1500.80 ,223.4 ,130.0 ,39.9 ,1233.35 ,31.5 ,10.0 ,87.7 ,382.5 ,511.2 ,498.4 
463,09-Aug,1496.85,201.2,120,38.8,1232.8,30.6,15,77,347.6,464.2,493.9
464,08-Aug,1493.38,188.9,120,43.5,1232.4,26.7,15,62.9,322,490.4,503.2
465,07-Aug,1490.44,192.7,130,46.7,1232.1,24.8,15,60.9,325.1,468.8,474.2
466,06-Aug,1487.67,197,140,49.7,1231.85,22.8,15,66.3,335.8,462.9,465.2
467,05-Aug,1485.14,199.9,140,50,1231.65,26.7,15,66.2,342.8,486.7,472.2
468,04-Aug,1482.48,205.5,140,53.4,1231.35,26.7,15,66.2,351.8,518.1,472.9
469,03-Aug,1479.55,209.9,140,51.6,1231.05,28.7,15,55.4,345.6,537.2,487.6
470,02-Aug,1476.33,212.3,125,52.7,1230.7,30.6,15,71.5,367.1,600.3,492.5
471,01-Aug,1472.3,204.4,125,49.5,1230.3,34.2,15,71.5,359.6,563.7,496.7
472,31-Jul,1468.6,193.7,125,48.9,1229.8,33.6,15,60.8,337,529.9,525.8
473,30-Jul,1465.35,183.7,125,49,1229.3,27.4,20,72.5,332.6,539.7,546.8
474,29-Jul,1462.58,174.2,135,46.5,1229.1,32.4,25,67.2,320.3,600.9,506.1
475,28-Jul,1460.74,166.9,135,46.2,1228.9,28.7,25,60.8,302.6,542.2,476.6
476,27-Jul,1459.22,150.3,150,47,1228.8,31.3,35,60.3,288.9,522,465.5
477,26-Jul,1459.24,144,150,44,1228.9,31.3,35,65.2,284.5,537.4,439.5
478,25-Jul,1459.57,142.4,150,41.9,1229,34.7,23.6,54.4,273.4,478.2,435.5
479,24-Jul,1459.98,146.9,150,46.3,1228.7,28,15,49,270.2,451.2,432.4
480,23-Jul,1460.16,170.2,150,49.6,1228.35,33.6,15,59.7,313.1,450.1,424.2
481,22-Jul,1459.2,181.9,150,51.8,1227.85,46.6,15,65.1,345.4,433.6,421.3
482,21-Jul,1457.65,181.7,150,54.7,1227,31.1,20,59.7,327.2,449.4,429.3
483,20-Jul,1456.11,173.5,160,53.1,1226.7,36.1,25,67.2,329.9,462.6,433.8
484,19-Jul,1455.48,168.3,160,52.2,1226.4,32.4,25,57.5,310.4,464.9,439
485,18-Jul,1455.1,164.8,170,49.4,1226.2,34.3,25,62.8,311.3,454.4,447.2
486,17-Jul,1455.39,149.2,175,51,1225.95,36.1,25,62.8,299.1,495.5,443.8
487,16-Jul,1456.7,148,175,53,1225.65,32.4,25,62.8,296.2,521.2,417.8
488,15-Jul,1458.07,153.8,175,54.4,1225.45,32.4,25,62.8,303.4,524.3,414.7
489,14-Jul,1459.15,161.5,175,56.9,1225.25,36.1,25,52.1,306.6,537.3,419.7
490,13-Jul,1459.85,163.8,175,58.8,1224.95,38,25,68.1,328.7,541.6,417.6
491,12-Jul,1460.42,167.6,175,58.3,1224.6,43.6,25,67.8,337.3,539.1,410.4
492,11-Jul,1460.8,174.3,175,55.6,1224.1,45.7,23.4,68,343.6,523.4,412.6
493,10-Jul,1460.86,160.1,175,58.8,1223.5,42.9,15,68,329.8,518.5,402.7
494,09-Jul,1461.6,151.8,160,60.1,1222.75,41,15,73.3,326.2,477.8,388.7
495,08-Jul,1462.02,156.4,160,62.6,1222.05,42.9,15,62.5,324.4,451.6,386.2
496,07-Jul,1462.22,174.6,160,66.5,1221.3,40.4,20,62.3,343.8,456.1,389.3
497,06-Jul,1461.55,184.8,170,63.1,1220.75,46,20,67.7,361.6,446.2,393.4
498,05-Jul,1460.87,175,170,61.9,1220.05,48.2,20,72.5,357.6,415.4,390.7
499,04-Jul,1460.66,160.8,170,62.1,1219.25,44.6,20,73.5,341,345.7,376.8
500,03-Jul,1461.13,152.6,170,62.4,1218.55,49.9,20,68.2,333.1,314.2,360.4
501,02-Jul,1461.99,148.2,170,62.5,1217.7,44.6,20,67.9,323.2,325.6,364.2
502,01-Jul,1463.06,152.4,160,68.3,1217,46.3,20,62.3,329.3,308.6,372
503,30-Jun,1463.45,163.8,150,75.8,1216.25,48.1,20,72.9,360.6,293.3,370.8
504,29-Jun,1462.82,178.1,136.5,79.2,1215.45,53.4,20,67,377.7,286.2,365.6
505,28-Jun,1460.86,190,110,81.2,1214.5,49.6,25,62,382.8,278.5,364.9
506,27-Jun,1456.96,196.2,110,87.1,1213.8,60.1,25,66.7,410.1,296.4,367.5
507,26-Jun,1452.72,183.7,115,93.9,1212.8,49.6,25,82.1,409.3,311.6,366.6
508,25-Jun,1448.95,155.1,125,94,1212.1,56.1,35,75.1,380.3,319.7,364.4
509,24-Jun,1446.59,144.3,140,72.3,1211.5,52.3,40,60,328.9,301.5,356.2
510,23-Jun,1446.3,136.6,140,72.2,1211.15,48.8,40,52.3,309.9,285.5,353.5
511,22-Jun,1446.63,135.7,140,70.3,1210.9,48.8,40,52,306.8,289.3,349.3
512,21-Jun,1447.03,132.7,140,70.7,1210.65,50.3,45,59,312.7,282.1,337.8
513,20-Jun,1447.67,131.6,140,68.8,1210.5,52,45,54.3,306.7,274.6,332.1
514,19-Jun,1448.4,126.8,140,67.3,1210.3,50.3,45,54.2,298.6,265.6,328.4
515,18-Jun,1449.52,115.7,135,66,1210.15,50.3,45,50.5,282.5,258.9,333.8
516,17-Jun,1450.69,107,135,62.7,1210,50,45,50.3,270,250.7,338.9
517,16-Jun,1452.11,110.2,135,71.2,1209.85,48.3,45,43.1,272.8,251.7,339.4
518,15-Jun,1453.37,118.9,125,73.3,1209.75,50,45,46.6,288.8,249.5,329.4
519,14-Jun,1453.7,133.7,120,81.2,1209.6,53.3,45,50.1,318.3,297.6,325.3
520,13-Jun,1453.04,147.7,100,82.2,1209.35,56.6,45,46.4,332.9,334.4,331.5
521,12-Jun,1450.71,142,100,80.4,1209,58.2,45,53.3,333.9,292.6,323.4
522,11-Jun,1447.83,134.7,100,78.4,1208.6,56.6,45,53.3,323,262,315.6
523,10-Jun ,1445.10 ,133.1 ,105.0 ,75.4 ,1208.25 ,61.6 ,50.0 ,46.1 ,316.2 ,235.8 ,306.1 
524,9-Jun ,1442.90 ,126.9 ,110.0 ,71.8 ,1207.90 ,58.3 ,50.0 ,42.2 ,299.2 ,228.8 ,302.0 
525,8-Jun ,1441.60 ,122.8 ,120.0 ,71.6 ,1207.65 ,60.1 ,75.0 ,41.7 ,296.2 ,222.8 ,298.1 
526,7-Jun ,1441.43 ,106.4 ,115.0 ,62.7 ,1208.10 ,60.2 ,80.0 ,41.2 ,270.5 ,246.1 ,296.6 
527,6-Jun ,1442.18 ,100.9 ,115.0 ,63.7 ,1208.70 ,50.3 ,80.0 ,36.9 ,251.8 ,273.1 ,294.0 
528,5-Jun ,1443.36 ,99.1 ,110.0 ,63.8 ,1209.60 ,51.3 ,75.0 ,34.6 ,248.8 ,289.4 ,283.4 
529,4-Jun ,1444.28 ,99.3 ,105.0 ,69.3 ,1210.30 ,52.4 ,70.0 ,35.6 ,256.6 ,288.4 ,273.8 
530,3-Jun ,1444.79 ,100.5 ,105.0 ,71.9 ,1210.80 ,54.2 ,70.0 ,33.8 ,260.4 ,269.5 ,266.2 
531,2-Jun ,1445.21 ,103.8 ,105.0 ,71.7 ,1211.25 ,57.7 ,70.0 ,39.0 ,272.2 ,249.7 ,263.1 
532,1-Jun ,1445.36 ,108.3 ,105.0 ,70.9 ,1211.60 ,57.7 ,70.0 ,34.8 ,271.7 ,224.4 ,256.7 
533,31-May ,1445.15 ,111.9 ,100.0 ,72.3 ,1211.95 ,57.7 ,70.0 ,34.0 ,275.9 ,201.6 ,248.0 
534,30-May ,1444.25 ,108.4 ,96.5 ,67.7 ,1212.30 ,59.5 ,70.0 ,36.8 ,272.4 ,184.1 ,240.8 
535,29-May ,1443.35 ,103.4 ,90.0 ,66.6 ,1212.60 ,57.7 ,70.0 ,39.6 ,267.3 ,187.1 ,241.3 
536,28-May ,1442.33 ,96.7 ,90.0 ,67.2 ,1212.95 ,61.2 ,70.0 ,39.3 ,264.4 ,202.2 ,248.3 
537,27-May ,1441.85 ,87.7 ,90.0 ,63.4 ,1213.20 ,63.0 ,70.0 ,35.0 ,249.1 ,213.2 ,242.1 
538,26-May ,1442.09 ,81.5 ,97.9 ,60.5 ,1213.40 ,55.9 ,70.0 ,33.9 ,231.8 ,248.8 ,243.0 
539,25-May ,1443.46 ,79.6 ,110.0 ,53.6 ,1213.80 ,52.4 ,70.0 ,31.9 ,217.5 ,220.0 ,239.1 
540,24-May ,1445.96 ,77.0 ,110.0 ,47.5 ,1214.30 ,57.7 ,70.0 ,31.8 ,214.0 ,203.0 ,237.5 
541,23-May ,1448.67 ,59.8 ,116.3 ,43.1 ,1214.65 ,58.9 ,80.0 ,31.8 ,193.6 ,185.8 ,235.6 
542,22-May ,1452.02 ,45.7 ,110.0 ,39.3 ,1215.25 ,50.1 ,80.0 ,23.4 ,158.5 ,188.0 ,238.5 
543,21-May ,1455.25 ,49.8 ,98.4 ,39.7 ,1216.10 ,50.9 ,65.0 ,23.4 ,163.8 ,187.1 ,241.9 
544,20-May ,1457.70 ,52.5 ,85.0 ,42.1 ,1216.50 ,53.8 ,45.0 ,30.5 ,178.9 ,190.0 ,242.9 
545,19-May ,1459.35 ,53.8 ,85.0 ,51.2 ,1216.25 ,57.3 ,45.0 ,30.5 ,192.8 ,211.8 ,238.3 
546,18-May ,1460.90 ,56.8 ,75.0 ,53.5 ,1215.90 ,60.5 ,50.0 ,30.5 ,201.3 ,200.0 ,221.2 
547,17-May ,1461.81 ,62.6 ,75.0 ,61.0 ,1215.60 ,67.6 ,50.0 ,34.1 ,225.3 ,197.3 ,207.4 
548,16-May ,1462.44 ,71.4 ,75.0 ,80.5 ,1215.10 ,88.6 ,50.0 ,34.1 ,274.6 ,186.4 ,206.8 
549,15-May ,1462.65 ,70.3 ,85.0 ,63.6 ,1214.00 ,78.1 ,50.0 ,26.9 ,238.9 ,176.9 ,210.4 
550,14-May ,1463.39 ,56.5 ,95.0 ,50.9 ,1213.20 ,58.5 ,55.0 ,31.9 ,197.8 ,170.5 ,223.8 
551,13-May ,1465.27 ,53.1 ,95.0 ,54.5 ,1213.10 ,58.5 ,55.0 ,28.9 ,195.0 ,165.8 ,220.2 
552,12-May ,1467.31 ,51.2 ,92.0 ,53.0 ,1213.00 ,58.5 ,55.0 ,28.9 ,191.6 ,162.4 ,204.8 
553,11-May ,1469.30 ,46.9 ,92.0 ,54.3 ,1212.90 ,58.5 ,55.0 ,28.9 ,188.6 ,164.0 ,198.6 
554,10-May ,1471.45 ,44.9 ,92.0 ,54.3 ,1212.80 ,55.0 ,55.0 ,28.9 ,183.1 ,154.5 ,192.9 
555,9-May ,1473.67 ,44.1 ,80.0 ,57.7 ,1212.80 ,55.5 ,48.5 ,28.7 ,186.0 ,145.4 ,190.0 
556,8-May ,1475.37 ,45.1 ,75.0 ,54.7 ,1212.60 ,54.1 ,40.0 ,31.8 ,185.7 ,139.8 ,182.3 
557,7-May ,1476.79 ,49.1 ,75.0 ,50.9 ,1212.20 ,55.8 ,40.0 ,28.7 ,184.5 ,135.9 ,176.8 
558,6-May ,1478.02 ,53.5 ,75.0 ,52.8 ,1211.75 ,59.9 ,30.0 ,18.7 ,184.9 ,136.7 ,171.5 
559,5-May ,1479.05 ,59.5 ,75.0 ,56.3 ,1210.90 ,67.2 ,28.0 ,31.8 ,214.8 ,142.0 ,167.7 
560,4-May ,1479.80 ,61.0 ,60.0 ,52.7 ,1209.75 ,79.2 ,28.0 ,28.7 ,221.6 ,161.5 ,164.9 
