,Time,Indus_levels,Indus_Inflow,Indus_Outflow,Kabul_Inflow,Jhelum_levels,Jhelum_Inflow,Jhelum_Outflow,Chenab_Inflow,System_Inflow_now,System_Inflow_past,System_Inflow_avg
926,1-May ,1432.78 ,42.7 ,55.0 ,54.4 ,1165.80 ,51.8 ,40.0 ,32.1 ,181.0 ,113.2 ,162.7 
927,30-Apr ,1433.82 ,41.8 ,45.0 ,59.8 ,1165.30 ,57.3 ,35.0 ,32.1 ,191.0 ,112.6 ,159.7 
928,29-Apr ,1434.12 ,41.3 ,35.0 ,64.0 ,1164.35 ,58.9 ,26.0 ,32.1 ,196.3 ,108.2 ,155.1 
929,28-Apr ,1433.65 ,41.1 ,20.0 ,71.4 ,1162.95 ,64.7 ,20.0 ,32.1 ,209.3 ,107.7 ,155.5 
930,27-Apr ,1431.98 ,44.7 ,20.0 ,87.8 ,1161.05 ,68.3 ,20.0 ,35.4 ,236.2 ,106.8 ,153.5 
931,26-Apr ,1430.02 ,44.7 ,20.0 ,84.2 ,1156.90 ,61.5 ,20.0 ,38.8 ,229.2 ,98.1 ,146.8 
932,25-Apr ,1427.97 ,42.5 ,15.0 ,76.3 ,1156.95 ,60.7 ,15.0 ,42.1 ,221.6 ,97.5 ,149.3 
933,24-Apr ,1425.68 ,37.3 ,15.0 ,75.4 ,1154.80 ,56.5 ,15.0 ,34.6 ,203.8 ,109.3 ,153.2 
934,23-Apr ,1423.87 ,35.5 ,15.0 ,70.8 ,1152.85 ,57.5 ,15.0 ,26.5 ,190.3 ,127.2 ,164.3 
935,22-Apr ,1422.20 ,35.0 ,15.0 ,73.2 ,1150.85 ,53.8 ,15.0 ,26.5 ,188.5 ,145.1 ,168.2 
936,21-Apr ,1420.55 ,34.1 ,15.0 ,69.3 ,1148.90 ,52.8 ,15.0 ,26.5 ,182.7 ,141.4 ,162.1 
937,20-Apr ,1418.91 ,34.3 ,15.0 ,86.9 ,1146.90 ,52.8 ,15.0 ,29.9 ,203.9 ,116.5 ,158.2 
938,19-Apr ,1417.23 ,39.1 ,15.0 ,109.6 ,1144.90 ,60.3 ,15.0 ,29.9 ,238.9 ,113.2 ,158.8 
939,18-Apr ,1415.13 ,43.3 ,15.0 ,121.4 ,1142.50 ,62.2 ,15.0 ,36.2 ,263.1 ,89.9 ,155.0 
940,17-Apr ,1412.67 ,36.8 ,25.0 ,57.8 ,1140.00 ,52.6 ,20.0 ,31.0 ,178.2 ,66.3 ,140.6 
941,16-Apr ,1411.67 ,34.3 ,25.0 ,55.2 ,1138.05 ,56.0 ,25.0 ,24.7 ,170.2 ,75.7 ,131.6 
942,15-Apr ,1410.91 ,36.8 ,25.0 ,60.4 ,1136.20 ,61.8 ,25.0 ,31.0 ,190.0 ,81.8 ,125.0 
943,14-Apr ,1409.94 ,38.0 ,25.0 ,51.2 ,1134.00 ,61.0 ,25.0 ,31.0 ,181.2 ,94.4 ,126.8 
944,13-Apr ,1408.84 ,36.4 ,25.0 ,47.7 ,1131.85 ,61.8 ,20.0 ,31.0 ,176.9 ,104.7 ,127.9 
945,12-Apr ,1407.88 ,38.7 ,25.0 ,52.7 ,1129.50 ,62.9 ,20.0 ,31.0 ,185.3 ,111.5 ,126.4 
946,11-Apr ,1406.71 ,38.1 ,25.0 ,42.4 ,1126.60 ,60.0 ,20.0 ,33.6 ,174.1 ,117.8 ,124.1 
947,10-Apr ,1405.60 ,35.6 ,15.0 ,37.7 ,1123.80 ,52.6 ,22.0 ,30.5 ,156.4 ,92.6 ,124.9 
948,9-Apr ,1403.81 ,34.2 ,15.0 ,41.8 ,1121.65 ,54.7 ,25.0 ,31.3 ,162.0 ,80.0 ,125.9 
949,8-Apr ,1402.12 ,33.8 ,15.0 ,44.6 ,1119.50 ,52.3 ,25.0 ,25.5 ,156.2 ,70.1 ,136.6 
950,7-Apr ,1400.47 ,26.4 ,15.0 ,46.2 ,1117.15 ,49.7 ,25.0 ,25.5 ,147.8 ,73.7 ,143.1 
951,6-Apr ,1398.69 ,23.1 ,15.0 ,32.5 ,1114.90 ,49.6 ,25.0 ,31.8 ,137.0 ,75.4 ,133.4 
952,5-Apr ,1396.96 ,23.7 ,20.0 ,25.9 ,1112.55 ,43.7 ,30.0 ,25.5 ,118.8 ,84.7 ,146.0 
953,4-Apr ,1396.21 ,22.6 ,20.0 ,23.1 ,1111.25 ,42.0 ,34.8 ,31.8 ,119.5 ,69.2 ,157.2 
954,3-Apr ,1395.71 ,22.7 ,20.0 ,21.5 ,1110.55 ,40.9 ,35.0 ,25.5 ,110.6 ,58.4 ,130.2 
955,2-Apr ,1395.20 ,23.0 ,20.0 ,23.8 ,1109.95 ,40.1 ,35.8 ,22.3 ,109.2 ,50.3 ,117.6 
956,1-Apr ,1394.61 ,24.7 ,20.0 ,28.8 ,1109.35 ,42.7 ,40.0 ,28.6 ,124.8 ,44.4 ,111.9 
957,31-Mar ,1393.63 ,27.7 ,25.0 ,27.5 ,1108.90 ,41.7 ,45.0 ,28.1 ,125.0 ,46.7 ,119.8 
958,30-Mar ,1393.12 ,25.3 ,25.0 ,17.7 ,1109.25 ,35.8 ,45.0 ,18.7 ,97.5 ,45.1 ,128.9 
959,29-Mar ,1393.14 ,21.0 ,20.0 ,13.7 ,1110.20 ,29.4 ,45.0 ,15.5 ,79.6 ,45.5 ,106.0 
960,28-Mar ,1393.00 ,20.0 ,20.0 ,12.4 ,1111.60 ,32.1 ,50.0 ,15.8 ,80.3 ,42.2 ,107.0 
961,27-Mar ,1393.09 ,19.9 ,20.0 ,10.6 ,1113.20 ,29.4 ,50.0 ,15.8 ,75.7 ,45.2 ,137.5 
962,26-Mar ,1393.21 ,19.5 ,20.0 ,12.7 ,1115.00 ,25.1 ,50.0 ,15.5 ,72.8 ,41.8 ,118.5 
963,25-Mar ,1393.42 ,17.5 ,15.0 ,13.9 ,1117.25 ,25.3 ,45.0 ,15.5 ,72.2 ,41.9 ,113.8 
964,24-Mar ,1392.95 ,17.2 ,15.0 ,17.0 ,1119.00 ,27.2 ,45.0 ,15.5 ,76.9 ,42.2 ,97.8 
965,23-Mar ,1392.54 ,17.8 ,15.0 ,17.3 ,1120.54 ,27.0 ,45.0 ,15.8 ,77.9 ,42.5 ,89.2 
966,22-Mar ,1392.00 ,20.2 ,21.9 ,18.3 ,1121.75 ,30.7 ,45.0 ,15.5 ,84.7 ,44.2 ,95.2 
967,21-Mar ,1392.47 ,21.2 ,20.0 ,15.2 ,1122.75 ,28.5 ,45.0 ,21.8 ,86.7 ,43.6 ,99.3 
968,20-Mar ,1392.23 ,19.5 ,20.0 ,12.0 ,1123.90 ,23.9 ,45.0 ,14.1 ,69.5 ,44.6 ,101.8 
969,19-Mar ,1392.34 ,18.7 ,20.0 ,9.5 ,1125.35 ,23.8 ,45.0 ,13.0 ,65.0 ,47.2 ,105.2 
970,18-Mar ,1392.65 ,18.8 ,20.0 ,11.2 ,1126.95 ,22.1 ,20.0 ,10.1 ,62.2 ,51.6 ,94.3 
971,17-Mar ,1393.00 ,18.8 ,20.0 ,8.0 ,1126.80 ,21.9 ,20.0 ,15.3 ,64.0 ,69.2 ,93.1 
972,16-Mar ,1393.35 ,19.0 ,20.0 ,11.2 ,1126.70 ,22.1 ,20.0 ,15.3 ,67.6 ,70.2 ,85.9 
973,15-Mar ,1393.67 ,19.6 ,20.0 ,12.2 ,1126.55 ,23.6 ,18.0 ,15.3 ,70.7 ,53.1 ,83.4 
974,14-Mar ,1393.85 ,19.4 ,20.0 ,14.4 ,1126.15 ,25.2 ,18.0 ,15.4 ,74.4 ,35.1 ,88.5 
975,13-Mar ,1393.98 ,21.2 ,20.0 ,13.2 ,1125.65 ,32.9 ,18.0 ,15.3 ,82.6 ,33.0 ,86.5 
976,12-Mar ,1393.71 ,20.1 ,20.0 ,9.0 ,1124.60 ,21.5 ,18.0 ,13.1 ,63.7 ,33.6 ,90.3 
977,11-Mar ,1393.69 ,18.0 ,20.0 ,6.4 ,1124.35 ,19.1 ,20.0 ,16.3 ,59.8 ,34.6 ,76.5 
978,10-Mar ,1394.14 ,18.0 ,20.0 ,7.7 ,1124.40 ,18.6 ,20.0 ,16.3 ,60.6 ,37.8 ,71.3 
979,9-Mar ,1394.59 ,18.8 ,8.9 ,1124.50 ,21.4 ,20.0 ,15.7 ,64.8 ,38.4 ,72.4 ,
980,8-Mar ,1394.87 ,18.8 ,20.0 ,9.1 ,1124.40 ,20.7 ,20.0 ,17.3 ,65.9 ,40.4 ,71.7 
981,7-Mar ,1395.13 ,18.9 ,20.0 ,10.1 ,1124.35 ,20.8 ,20.0 ,17.3 ,67.1 ,47.3 ,75.1 
982,6-Mar ,1395.37 ,19.4 ,20.0 ,10.6 ,1124.30 ,22.5 ,17.0 ,17.3 ,69.8 ,56.3 ,76.9 
983,5-Mar ,1395.50 ,19.6 ,20.0 ,11.7 ,1123.90 ,23.3 ,17.0 ,17.3 ,71.9 ,62.5 ,74.5 
984,4-Mar ,1395.59 ,22.6 ,25.0 ,11.7 ,1123.45 ,24.8 ,25.0 ,17.3 ,76.4 ,68.1 ,75.3 
985,3-Mar ,1396.13 ,21.4 ,25.0 ,8.9 ,1123.45 ,21.5 ,25.0 ,15.7 ,67.5 ,50.5 ,79.5 
986,2-Mar ,1396.94 ,20.5 ,25.0 ,8.9 ,1123.70 ,20.9 ,25.0 ,15.6 ,65.9 ,39.1 ,68.2 
987,1-Mar ,1397.96 ,21.1 ,25.0 ,9.6 ,1124.00 ,20.2 ,25.0 ,14.0 ,64.9 ,41.7 ,71.5 
988,28-Feb ,1398.83 ,21.3 ,25.0 ,9.7 ,1124.35 ,21.5 ,20.0 ,14.0 ,66.5 ,44.0 ,70.1 
989,27-Feb ,1399.66 ,17.3 ,30.0 ,9.8 ,1124.15 ,22.2 ,20.0 ,19.0 ,68.3 ,47.4 ,70.9 
990,26-Feb ,1401.00 ,17.3 ,30.0 ,9.8 ,1124.05 ,25.9 ,20.0 ,20.6 ,73.6 ,47.2 ,75.5 
991,25-Feb ,1402.14 ,16.7 ,35.0 ,10.1 ,1123.70 ,25.5 ,15.0 ,19.0 ,71.3 ,42.1 ,66.6 
992,24-Feb ,1403.78 ,19.4 ,35.0 ,11.1 ,1123.00 ,30.5 ,15.0 ,26.8 ,87.8 ,34.1 ,66.4 
993,23-Feb ,1405.18 ,20.2 ,40.0 ,12.4 ,1122.00 ,40.3 ,15.0 ,29.7 ,102.6 ,31.1 ,65.7 
994,22-Feb ,1406.96 ,23.4 ,45.0 ,11.0 ,1120.10 ,43.3 ,25.0 ,93.8 ,171.5 ,28.8 ,62.7 
995,21-Feb ,1408.90 ,17.8 ,42.0 ,10.2 ,1118.45 ,18.8 ,25.0 ,15.0 ,61.8 ,30.7 ,67.0 
996,20-Feb ,1411.04 ,19.4 ,42.0 ,10.0 ,1119.00 ,18.1 ,25.0 ,14.6 ,62.1 ,32.0 ,62.5 
997,19-Feb ,1413.01 ,18.6 ,42.0 ,9.9 ,1119.60 ,18.5 ,25.0 ,17.5 ,64.5 ,32.1 ,56.5 
998,18-Feb ,1415.05 ,18.6 ,42.0 ,10.8 ,1120.15 ,17.0 ,25.0 ,17.5 ,63.9 ,33.6 ,57.8 
999,17-Feb ,1417.09 ,20.0 ,42.0 ,17.8 ,1120.70 ,15.9 ,25.0 ,19.6 ,73.3 ,36.7 ,60.1 
1000,16-Feb ,1419.00 ,22.1 ,42.0 ,13.2 ,1121.30 ,17.2 ,25.0 ,25.2 ,77.7 ,38.8 ,62.9 
1001,15-Feb ,1420.71 ,21.1 ,38.0 ,9.6 ,1121.80 ,15.2 ,28.0 ,14.8 ,60.7 ,43.3 ,71.8 
1002,14-Feb ,1422.13 ,18.5 ,38.0 ,8.0 ,1122.70 ,14.1 ,28.0 ,12.1 ,52.7 ,46.4 ,62.5 
1003,13-Feb ,1423.77 ,17.5 ,38.0 ,8.4 ,1123.70 ,13.9 ,27.5 ,13.8 ,53.6 ,41.4 ,57.0 
1004,12-Feb ,1425.49 ,17.8 ,34.0 ,8.6 ,1124.70 ,13.7 ,20.0 ,13.8 ,53.9 ,36.1 ,55.9 
1005,11-Feb ,1426.85 ,18.2 ,34.0 ,8.0 ,1125.15 ,14.0 ,20.0 ,14.8 ,55.0 ,35.1 ,56.7 
1006,10-Feb ,1428.18 ,19.0 ,34.0 ,8.0 ,1125.60 ,15.0 ,15.0 ,19.5 ,61.5 ,35.0 ,72.6 
1007,9-Feb ,1429.44 ,19.8 ,34.0 ,9.7 ,1125.60 ,15.3 ,15.0 ,29.4 ,74.2 ,34.5 ,78.3 
1008,8-Feb ,1430.61 ,19.5 ,30.0 ,9.5 ,1125.60 ,17.3 ,15.0 ,67.7 ,114.0 ,33.4 ,65.9 
1009,7-Feb ,1431.46 ,18.6 ,25.0 ,8.0 ,1125.45 ,9.7 ,5.0 ,12.6 ,48.9 ,34.7 ,60.1 
1010,6-Feb ,1431.98 ,17.3 ,25.0 ,6.5 ,1125.10 ,8.9 ,5.0 ,11.5 ,44.2 ,32.5 ,75.3 
1011,5-Feb ,1432.60 ,16.8 ,25.0 ,7.5 ,1124.80 ,9.7 ,10.0 ,15.4 ,49.4 ,32.0 ,54.8 
1012,4-Feb ,1433.26 ,17.6 ,25.0 ,8.7 ,1124.80 ,8.1 ,10.0 ,11.5 ,45.9 ,31.0 ,47.2 
1013,3-Feb ,1433.86 ,17.1 ,23.0 ,8.8 ,1124.95 ,12.0 ,10.0 ,11.9 ,49.8 ,31.7 ,44.2 
1014,2-Feb ,1434.34 ,17.4 ,20.0 ,7.9 ,1124.80 ,11.9 ,10.0 ,11.4 ,48.6 ,31.3 ,44.1 
1015,1-Feb ,1434.55 ,15.6 ,15.0 ,7.5 ,1124.70 ,10.8 ,10.0 ,10.2 ,44.1 ,30.9 ,44.3 
1016,31-Jan ,1434.50 ,15.0 ,15.0 ,6.7 ,1124.60 ,11.0 ,10.0 ,9.3 ,42.0 ,29.6 ,46.1 
1017,30-Jan ,1434.50 ,15.0 ,15.0 ,6.9 ,1124.60 ,8.9 ,0.1 ,10.4 ,41.2 ,29.5 ,45.3 
1018,29-Jan ,1434.50 ,15.5 ,15.0 ,6.7 ,1124.00 ,10.2 ,0.1 ,10.4 ,42.8 ,30.9 ,45.4 
1019,28-Jan ,1434.46 ,15.6 ,15.0 ,7.3 ,1123.30 ,10.5 ,0.1 ,10.4 ,43.8 ,30.3 ,47.8 
1020,27-Jan ,1434.41 ,15.7 ,15.0 ,7.5 ,1122.60 ,11.7 ,0.1 ,11.8 ,46.7 ,30.3 ,52.4 
1021,26-Jan ,1434.35 ,16.2 ,15.0 ,8.0 ,1121.80 ,11.3 ,0.1 ,12.4 ,47.9 ,31.8 ,45.8 
1022,25-Jan ,1434.25 ,17.2 ,15.0 ,7.8 ,1121.00 ,11.2 ,0.1 ,12.4 ,48.6 ,33.4 ,44.7 
1023,24-Jan ,1434.07 ,18.1 ,15.0 ,7.4 ,1120.20 ,12.0 ,0.1 ,20.5 ,58.0 ,33.8 ,44.9 
1024,23-Jan ,1433.82 ,21.7 ,20.0 ,7.4 ,1119.20 ,17.1 ,0.1 ,35.8 ,82.0 ,33.2 ,45.3 
1025,22-Jan ,1433.68 ,21.4 ,20.0 ,6.2 ,1117.70 ,8.5 ,0.1 ,10.6 ,46.7 ,32.8 ,43.9 
1026,21-Jan ,1433.56 ,15.0 ,15.0 ,6.1 ,1116.95 ,7.6 ,0.1 ,6.3 ,35.0 ,33.3 ,45.7 
1027,20-Jan ,1433.56 ,15.2 ,15.0 ,6.1 ,1116.30 ,7.0 ,0.1 ,6.3 ,34.6 ,31.1 ,48.6 
1028,19-Jan ,1433.54 ,15.5 ,15.0 ,6.3 ,1115.70 ,7.0 ,0.1 ,6.3 ,35.1 ,31.2 ,53.7 
1029,18-Jan ,1433.50 ,15.6 ,15.0 ,6.2 ,1115.10 ,6.5 ,0.1 ,6.3 ,34.6 ,29.4 ,48.2 
1030,17-Jan ,1433.45 ,15.0 ,15.0 ,6.4 ,1114.55 ,6.1 ,0.1 ,6.3 ,33.8 ,30.4 ,44.1 
1031,16-Jan ,1433.45 ,14.9 ,13.0 ,6.4 ,1114.05 ,6.7 ,0.1 ,6.3 ,34.3 ,30.4 ,42.0 
1032,15-Jan ,1433.29 ,13.1 ,3.0 ,6.7 ,1113.50 ,6.5 ,0.1 ,6.3 ,32.6 ,32.0 ,41.0 
1033,14-Jan ,1432.43 ,13.7 ,3.0 ,6.0 ,1112.95 ,7.3 ,0.1 ,6.3 ,33.3 ,27.3 ,42.2 
1034,13-Jan ,1431.52 ,14.5 ,3.0 ,5.4 ,1112.30 ,6.8 ,0.1 ,6.6 ,33.3 ,28.2 ,41.9 
1035,12-Jan ,1430.62 ,14.2 ,3.0 ,4.6 ,1111.70 ,6.1 ,0.1 ,6.6 ,31.5 ,27.8 ,43.5 
1036,11-Jan ,1429.74 ,13.2 ,3.0 ,4.4 ,1111.15 ,6.4 ,0.1 ,6.6 ,30.6 ,26.9 ,46.6 
1037,10-Jan ,1428.92 ,13.5 ,3.0 ,4.6 ,1110.55 ,6.1 ,5.0 ,6.6 ,30.8 ,27.4 ,43.4 
1038,9-Jan ,1428.07 ,13.7 ,3.0 ,4.4 ,1110.45 ,6.1 ,5.0 ,6.6 ,30.8 ,27.5 ,42.4 
1039,8-Jan ,1427.20 ,13.7 ,3.0 ,5.1 ,1110.35 ,6.6 ,5.0 ,6.6 ,32.0 ,28.9 ,42.3 
1040,7-Jan ,1426.34 ,14.2 ,2.5 ,4.8 ,1110.20 ,6.1 ,5.0 ,6.3 ,31.4 ,30.3 ,42.1 
1041,6-Jan ,1425.39 ,14.0 ,3.0 ,4.3 ,1110.10 ,6.5 ,5.0 ,6.2 ,31.0 ,28.9 ,41.7 
1042,5-Jan ,1424.50 ,14.2 ,3.7 ,4.2 ,1109.95 ,5.9 ,5.0 ,6.2 ,30.5 ,28.3 ,41.2 
1043,4-Jan ,1423.65 ,14.6 ,5.0 ,4.2 ,1109.85 ,6.0 ,5.0 ,6.2 ,31.0 ,28.0 ,40.8 
1044,3-Jan ,1422.86 ,14.8 ,5.0 ,3.8 ,1109.75 ,6.0 ,5.0 ,6.2 ,30.8 ,27.9 ,41.1 
1045,2-Jan ,1422.05 ,15.1 ,5.0 ,4.1 ,1109.65 ,6.4 ,5.0 ,6.2 ,31.8 ,30.3 ,41.3 
1046,1-Jan ,1421.21 ,14.5 ,5.1 ,4.1 ,1109.50 ,6.0 ,5.0 ,7.2 ,31.8 ,30.5 ,40.4 
1047,31-Dec ,1420.43 ,15.3 ,10.0 ,4.2 ,1109.40 ,6.4 ,5.0 ,7.2 ,33.1 ,31.1 ,42.0 
1048,30-Dec ,1420.02 ,15.2 ,10.0 ,4.2 ,1109.25 ,6.0 ,5.0 ,7.2 ,32.6 ,32.1 ,42.2 
1049,29-Dec ,1419.60 ,15.2 ,10.0 ,4.4 ,1109.15 ,6.1 ,5.0 ,7.2 ,32.9 ,31.4 ,41.5 
1050,28-Dec ,1419.18 ,15.6 ,10.0 ,4.4 ,1109.00 ,6.7 ,5.0 ,9.3 ,36.0 ,31.4 ,40.8 
1051,27-Dec ,1418.73 ,16.1 ,10.0 ,4.5 ,1108.75 ,6.6 ,5.0 ,9.3 ,36.5 ,33.5 ,41.8 
1052,26-Dec ,1418.24 ,16.0 ,10.0 ,4.3 ,1108.50 ,6.8 ,5.0 ,6.3 ,33.4 ,34.1 ,41.1 
1053,25-Dec ,1417.76 ,16.0 ,10.0 ,4.4 ,1108.20 ,5.3 ,5.0 ,6.2 ,31.9 ,31.5 ,43.3 
1054,24-Dec ,1417.28 ,16.8 ,10.0 ,4.3 ,1108.05 ,8.7 ,21.0 ,6.2 ,36.0 ,34.5 ,44.6 
1055,23-Dec ,1416.72 ,18.0 ,15.0 ,4.7 ,1109.45 ,6.8 ,21.0 ,6.2 ,35.7 ,34.3 ,45.2 
1056,22-Dec ,1416.50 ,16.7 ,15.0 ,4.5 ,1110.85 ,5.6 ,21.0 ,5.5 ,32.3 ,36.9 ,48.1 
1057,21-Dec ,1416.40 ,17.6 ,20.0 ,4.4 ,1112.25 ,7.2 ,21.0 ,6.0 ,35.2 ,35.5 ,49.3 
1058,20-Dec ,1416.67 ,17.3 ,20.0 ,4.3 ,1113.50 ,8.1 ,21.0 ,7.1 ,36.8 ,34.4 ,43.3 
1059,19-Dec ,1416.97 ,18.5 ,23.0 ,4.6 ,1114.70 ,7.9 ,21.0 ,7.1 ,38.1 ,37.2 ,43.1 
1060,18-Dec ,1417.43 ,18.2 ,23.0 ,4.7 ,1115.85 ,7.9 ,21.0 ,7.1 ,37.9 ,36.7 ,43.8 
1061,17-Dec ,1417.92 ,19.6 ,28.0 ,4.4 ,1117.00 ,9.6 ,21.0 ,7.1 ,40.7 ,40.2 ,45.4 
1062,16-Dec ,1418.74 ,20.1 ,28.0 ,4.5 ,1118.00 ,9.0 ,21.0 ,7.5 ,41.1 ,42.5 ,45.8 
1063,15-Dec ,1419.21 ,19.9 ,28.0 ,4.9 ,1119.05 ,9.4 ,21.0 ,8.8 ,43.0 ,43.8 ,46.4 
1064,14-Dec ,1420.29 ,20.1 ,28.0 ,5.3 ,1120.05 ,8.0 ,23.0 ,12.9 ,46.3 ,50.2 ,46.0 
1065,13-Dec ,1421.04 ,19.4 ,23.0 ,5.1 ,1121.10 ,8.0 ,23.0 ,7.8 ,40.3 ,57.9 ,46.1 
1066,12-Dec ,1421.42 ,20.5 ,25.0 ,5.1 ,1122.15 ,8.7 ,23.0 ,7.8 ,42.1 ,42.6 ,49.3 
1067,11-Dec ,1421.88 ,21.4 ,25.0 ,4.5 ,1123.15 ,8.0 ,23.0 ,7.8 ,41.7 ,37.0 ,49.2 
1068,10-Dec ,1422.26 ,20.7 ,26.9 ,4.1 ,1124.20 ,8.2 ,26.0 ,9.8 ,42.8 ,36.0 ,46.8 
1069,9-Dec ,1422.87 ,20.6 ,28.0 ,3.5 ,1125.45 ,8.9 ,26.0 ,8.1 ,41.1 ,37.5 ,46.0 
1070,8-Dec ,1423.58 ,21.1 ,28.0 ,3.9 ,1126.65 ,8.9 ,26.0 ,7.8 ,41.7 ,39.3 ,46.4 
1071,7-Dec ,1424.25 ,20.2 ,28.0 ,4.2 ,1127.85 ,8.0 ,28.0 ,7.8 ,40.2 ,39.5 ,47.5 
1072,6-Dec ,1425.00 ,22.8 ,35.0 ,4.3 ,1129.25 ,6.4 ,28.0 ,7.8 ,41.3 ,38.4 ,48.0 
1073,5-Dec ,1426.14 ,23.6 ,40.0 ,4.3 ,1130.65 ,5.4 ,28.0 ,8.1 ,41.4 ,39.4 ,48.1 
1074,4-Dec ,1427.65 ,24.8 ,45.0 ,3.8 ,1132.00 ,7.1 ,28.0 ,8.1 ,43.8 ,41.8 ,48.3 
1075,3-Dec ,1429.47 ,25.2 ,45.0 ,3.7 ,1133.25 ,7.9 ,28.0 ,8.4 ,45.2 ,40.2 ,48.6 
1076,2-Dec ,1431.20 ,25.2 ,45.0 ,4.2 ,1134.45 ,8.8 ,28.0 ,8.8 ,47.0 ,34.0 ,49.4 
1077,1-Dec ,1432.94 ,27.3 ,50.0 ,4.0 ,1135.60 ,8.8 ,28.0 ,8.4 ,48.5 ,38.7 ,50.2 
1078,30-Nov ,1434.92 ,27.9 ,50.0 ,4.2 ,1136.75 ,8.1 ,24.0 ,8.4 ,48.6 ,38.0 ,51.0 
1079,29-Nov ,1436.85 ,27.7 ,50.0 ,4.3 ,1137.70 ,8.9 ,24.0 ,9.2 ,50.1 ,38.3 ,50.8 
1080,28-Nov ,1438.80 ,28.6 ,50.0 ,4.0 ,1138.60 ,9.6 ,23.0 ,9.6 ,51.8 ,37.2 ,50.8 
1081,27-Nov ,1440.64 ,27.7 ,50.0 ,4.1 ,1139.40 ,9.1 ,22.0 ,9.6 ,50.5 ,38.0 ,51.5 
1082,26-Nov ,1442.50 ,29.7 ,50.0 ,3.9 ,1140.15 ,9.7 ,22.0 ,9.2 ,52.5 ,39.8 ,52.5 
1083,25-Nov ,1444.20 ,28.5 ,50.0 ,3.9 ,1140.80 ,9.7 ,22.0 ,9.2 ,51.3 ,37.9 ,53.8 
1084,24-Nov ,1446.00 ,29.5 ,50.0 ,4.9 ,1141.45 ,9.7 ,22.0 ,9.8 ,53.9 ,40.0 ,53.4 
1085,23-Nov ,1447.70 ,30.9 ,55.0 ,4.6 ,1142.10 ,8.8 ,22.0 ,10.5 ,54.8 ,40.0 ,53.5 
1086,22-Nov ,1449.70 ,20.6 ,55.0 ,4.5 ,1142.80 ,10.7 ,23.0 ,10.5 ,46.3 ,41.0 ,53.4 
1087,21-Nov ,1451.55 ,18.7 ,55.0 ,4.5 ,1143.45 ,11.7 ,23.0 ,10.5 ,45.4 ,43.3 ,54.7 
1088,20-Nov ,1453.38 ,18.7 ,55.0 ,4.5 ,1144.05 ,10.7 ,23.0 ,10.5 ,44.4 ,43.2 ,53.9 
1089,19-Nov ,1455.21 ,20.9 ,55.0 ,4.5 ,1144.70 ,10.7 ,23.0 ,10.5 ,46.6 ,43.1 ,55.4 
1090,18-Nov ,1456.93 ,21.1 ,55.0 ,5.0 ,1145.35 ,12.6 ,23.0 ,10.5 ,49.2 ,48.0 ,56.9 
1091,17-Nov ,1458.64 ,22.1 ,56.0 ,5.8 ,1145.90 ,12.6 ,23.0 ,10.5 ,51.0 ,45.9 ,58.8 
1092,16-Nov ,1460.34 ,22.7 ,56.0 ,5.4 ,1146.45 ,12.6 ,23.0 ,10.5 ,51.2 ,47.3 ,58.4 
1093,15-Nov ,1461.97 ,22.1 ,59.0 ,5.9 ,1147.00 ,11.7 ,23.0 ,10.5 ,50.2 ,42.9 ,59.4 
1094,14-Nov ,1463.77 ,23.2 ,59.0 ,6.0 ,1147.60 ,11.7 ,23.0 ,10.6 ,51.5 ,41.2 ,59.5 
1095,13-Nov ,1465.52 ,21.9 ,59.0 ,6.2 ,1148.20 ,11.7 ,23.0 ,10.5 ,50.3 ,41.6 ,57.6 
1096,12-Nov ,1467.33 ,23.2 ,59.0 ,5.7 ,1148.80 ,14.5 ,23.0 ,11.2 ,54.6 ,42.3 ,58.9 
1097,11-Nov ,1469.08 ,23.3 ,59.0 ,6.2 ,1149.25 ,10.7 ,23.0 ,11.3 ,51.5 ,42.9 ,60.1 
1098,10-Nov ,1470.80 ,24.9 ,59.0 ,6.5 ,1149.90 ,12.5 ,25.0 ,13.5 ,57.4 ,45.1 ,61.5 
1099,9-Nov ,1472.43 ,26.0 ,55.0 ,6.3 ,1150.50 ,12.2 ,25.0 ,11.0 ,55.5 ,45.3 ,61.5 
1100,8-Nov ,1473.82 ,25.8 ,45.0 ,7.0 ,1151.10 ,12.2 ,25.0 ,11.7 ,56.7 ,46.4 ,61.9 
1101,7-Nov ,1474.75 ,26.4 ,41.1 ,7.4 ,1151.70 ,10.4 ,20.0 ,11.7 ,55.9 ,47.5 ,63.1 
1102,6-Nov ,1475.47 ,26.0 ,40.0 ,7.7 ,1152.15 ,9.4 ,20.0 ,16.2 ,59.3 ,47.2 ,64.9 
1103,5-Nov ,1476.16 ,27.9 ,40.0 ,10.4 ,1152.65 ,17.6 ,25.0 ,22.0 ,77.9 ,45.4 ,65.3 
1104,4-Nov ,1476.76 ,29.9 ,40.0 ,12.1 ,1153.00 ,16.5 ,25.0 ,13.7 ,72.2 ,46.6 ,61.1 
1105,3-Nov ,1477.26 ,31.7 ,45.0 ,25.8 ,1153.40 ,10.1 ,25.0 ,9.8 ,77.4 ,48.3 ,61.1 
1106,2-Nov ,1477.91 ,32.8 ,48.0 ,8.2 ,1154.10 ,8.0 ,25.0 ,9.6 ,58.6 ,47.5 ,61.5 
